gene_ID	transcript_ID	annot_gene_id	annot_transcript_id	annot_gene_name	annot_transcript_name	n_exons	length	gene_novelty	transcript_novelty	ISM_subtype	Plasmomerged1
2596	2631	PF3D7_1016900	PF3D7_1016900.1	TALONG000002596	TALONT000002631	1	2506	Known	Known	None	34
2597	2632	PF3D7_1017000	PF3D7_1017000.1	TALONG000002597	TALONT000002632	1	4569	Known	Known	None	5
2598	2633	PF3D7_1017100	PF3D7_1017100.1	TALONG000002598	TALONT000002633	1	2717	Known	Known	None	16
2601	2637	PF3D7_1017400	PF3D7_1017400.1	TALONG000002601	TALONT000002637	8	2019	Known	Known	None	6
2603	2639	PF3D7_1017600	PF3D7_1017600.1	TALONG000002603	TALONT000002639	1	4200	Known	Known	None	1
2605	2641	PF3D7_1017800	PF3D7_1017800.1	TALONG000002605	TALONT000002641	3	4336	Known	Known	None	1
2606	2642	PF3D7_1017900	PF3D7_1017900.1	TALONG000002606	TALONT000002642	2	2612	Known	Known	None	5
2609	2645	PF3D7_1018200	PF3D7_1018200.1	TALONG000002609	TALONT000002645	2	6984	Known	Known	None	11
2612	2648	PF3D7_1018500	PF3D7_1018500.1	TALONG000002612	TALONT000002648	5	1190	Known	Known	None	2
2614	2650	PF3D7_1018700	PF3D7_1018700.1	TALONG000002614	TALONT000002650	1	4583	Known	Known	None	7
2615	2651	PF3D7_1018800	PF3D7_1018800.1	TALONG000002615	TALONT000002651	2	3249	Known	Known	None	3
2620	2656	PF3D7_1019300	PF3D7_1019300.1	TALONG000002620	TALONT000002656	4	8372	Known	Known	None	1
2623	2660	PF3D7_1019600	PF3D7_1019600.1	TALONG000002623	TALONT000002660	1	4365	Known	Known	None	3
2627	2664	PF3D7_1020000	PF3D7_1020000.1	TALONG000002627	TALONT000002664	10	2102	Known	Known	None	2
2631	2668	PF3D7_1020400	PF3D7_1020400.1	TALONG000002631	TALONT000002668	2	2496	Known	Known	None	1
2634	2671	PF3D7_1020700	PF3D7_1020700.1	TALONG000002634	TALONT000002671	3	4570	Known	Known	None	3
2637	2674	PF3D7_1021000	PF3D7_1021000.1	TALONG000002637	TALONT000002674	4	1531	Known	Known	None	1
2638	2675	PF3D7_1021100	PF3D7_1021100.1	TALONG000002638	TALONT000002675	1	6209	Known	Known	None	2
2639	2676	PF3D7_1021200	PF3D7_1021200.1	TALONG000002639	TALONT000002676	1	2498	Known	Known	None	1
2641	2678	PF3D7_1021400	PF3D7_1021400.1	TALONG000002641	TALONT000002678	7	2911	Known	Known	None	4
2642	2679	PF3D7_1021500	PF3D7_1021500.1	TALONG000002642	TALONT000002679	1	2812	Known	Known	None	8
2643	2680	PF3D7_1021600	PF3D7_1021600.1	TALONG000002643	TALONT000002680	1	2600	Known	Known	None	13
2646	2683	PF3D7_1021900	PF3D7_1021900.1	TALONG000002646	TALONT000002683	1	9179	Known	Known	None	2
2647	2684	PF3D7_1022000	PF3D7_1022000.1	TALONG000002647	TALONT000002684	2	6919	Known	Known	None	1
2648	2685	PF3D7_1022100	PF3D7_1022100.1	TALONG000002648	TALONT000002685	2	1313	Known	Known	None	2
2650	2687	PF3D7_1022300	PF3D7_1022300.1	TALONG000002650	TALONT000002687	6	2351	Known	Known	None	3
2651	2688	PF3D7_1022400	PF3D7_1022400.1	TALONG000002651	TALONT000002688	4	2537	Known	Known	None	12
2652	2689	PF3D7_1022500	PF3D7_1022500.1	TALONG000002652	TALONT000002689	1	3065	Known	Known	None	2
2653	2690	PF3D7_1022600	PF3D7_1022600.1	TALONG000002653	TALONT000002690	1	4132	Known	Known	None	4
2654	2691	PF3D7_1022700	PF3D7_1022700.1	TALONG000002654	TALONT000002691	1	2349	Known	Known	None	4
2655	2692	PF3D7_1022800	PF3D7_1022800.1	TALONG000002655	TALONT000002692	1	3546	Known	Known	None	2
2656	2693	PF3D7_1022900	PF3D7_1022900.1	TALONG000002656	TALONT000002693	4	1418	Known	Known	None	1
2659	2696	PF3D7_1023200	PF3D7_1023200.1	TALONG000002659	TALONT000002696	1	1708	Known	Known	None	2
2660	2697	PF3D7_1023300	PF3D7_1023300.1	TALONG000002660	TALONT000002697	4	1405	Known	Known	None	1
2665	2702	PF3D7_1023800	PF3D7_1023800.1	TALONG000002665	TALONT000002702	2	2601	Known	Known	None	1
2667	2704	PF3D7_1024000	PF3D7_1024000.1	TALONG000002667	TALONT000002704	1	2524	Known	Known	None	14
2670	2707	PF3D7_1024300	PF3D7_1024300.1	TALONG000002670	TALONT000002707	1	931	Known	Known	None	7
2671	2708	PF3D7_1024400	PF3D7_1024400.1	TALONG000002671	TALONT000002708	2	1821	Known	Known	None	1
2672	2709	PF3D7_1024500	PF3D7_1024500.1	TALONG000002672	TALONT000002709	1	1496	Known	Known	None	1
2673	2710	PF3D7_1024600	PF3D7_1024600.1	TALONG000002673	TALONT000002710	6	1717	Known	Known	None	3
2675	2712	PF3D7_1024800	PF3D7_1024800.1	TALONG000002675	TALONT000002712	1	7726	Known	Known	None	4
2676	2713	PF3D7_1024900	PF3D7_1024900.1	TALONG000002676	TALONT000002713	1	5303	Known	Known	None	2
2677	2714	PF3D7_1025000	PF3D7_1025000.1	TALONG000002677	TALONT000002714	7	4829	Known	Known	None	1
2678	2715	PF3D7_1025100	PF3D7_1025100.1	TALONG000002678	TALONT000002715	1	4184	Known	Known	None	10
2684	2721	PF3D7_1025700	PF3D7_1025700.1	TALONG000002684	TALONT000002721	1	979	Known	Known	None	8
2685	2722	PF3D7_1025800	PF3D7_1025800.1	TALONG000002685	TALONT000002722	3	1039	Known	Known	None	2
2686	2723	PF3D7_1025900	PF3D7_1025900.1	TALONG000002686	TALONT000002723	15	5226	Known	Known	None	2
2687	2724	PF3D7_1026000	PF3D7_1026000.1	TALONG000002687	TALONT000002724	3	1832	Known	Known	None	4
2688	2725	PF3D7_1026100	PF3D7_1026100.1	TALONG000002688	TALONT000002725	5	1648	Known	Known	None	1
2689	2726	PF3D7_1026200	PF3D7_1026200.1	TALONG000002689	TALONT000002726	1	2015	Known	Known	None	4
2694	2731	PF3D7_1026800	PF3D7_1026800.1	TALONG000002694	TALONT000002731	2	2746	Known	Known	None	76
2695	2732	PF3D7_1026900	PF3D7_1026900.1	TALONG000002695	TALONT000002732	1	885	Known	Known	None	1
2698	2735	PF3D7_1027200	PF3D7_1027200.1	TALONG000002698	TALONT000002735	1	3134	Known	Known	None	3
2699	2736	PF3D7_1027300	PF3D7_1027300.1	TALONG000002699	TALONT000002736	3	3513	Known	Known	None	67
2700	2737	PF3D7_1027400	PF3D7_1027400.1	TALONG000002700	TALONT000002737	2	1646	Known	Known	None	3
2703	2740	PF3D7_1027700	PF3D7_1027700.1	TALONG000002703	TALONT000002740	5	1050	Known	Known	None	1
2704	2742	PF3D7_1027800	PF3D7_1027800.1	TALONG000002704	TALONT000002742	1	2408	Known	Known	None	5
2706	2744	PF3D7_1028000	PF3D7_1028000.1	TALONG000002706	TALONT000002744	13	2548	Known	Known	None	2
2708	2746	PF3D7_1028200	PF3D7_1028200.1	TALONG000002708	TALONT000002746	1	1859	Known	Known	None	4
2709	2747	PF3D7_1028300	PF3D7_1028300.1	TALONG000002709	TALONT000002747	1	1593	Known	Known	None	1
2710	2748	PF3D7_1028400	PF3D7_1028400.1	TALONG000002710	TALONT000002748	1	2138	Known	Known	None	8
2712	2750	PF3D7_1028600	PF3D7_1028600.1	TALONG000002712	TALONT000002750	4	987	Known	Known	None	1
2713	2751	PF3D7_1028700	PF3D7_1028700.1	TALONG000002713	TALONT000002751	1	3913	Known	Known	None	8
2719	2758	PF3D7_1029400	PF3D7_1029400.1	TALONG000002719	TALONT000002758	1	2501	Known	Known	None	1
2721	2760	PF3D7_1029600	PF3D7_1029600.1	TALONG000002721	TALONT000002760	1	3098	Known	Known	None	124
2723	2762	PF3D7_1029800	PF3D7_1029800.1	TALONG000002723	TALONT000002762	2	2205	Known	Known	None	3
2725	2764	PF3D7_1030000	PF3D7_1030000.1	TALONG000002725	TALONT000002764	4	991	Known	Known	None	1
2726	2765	PF3D7_1030100	PF3D7_1030100.1	TALONG000002726	TALONT000002765	4	5226	Known	Known	None	8
2727	2766	PF3D7_1030200	PF3D7_1030200.1	TALONG000002727	TALONT000002766	1	3034	Known	Known	None	1
2728	2767	PF3D7_1030300	PF3D7_1030300.1	TALONG000002728	TALONT000002767	1	5137	Known	Known	None	4
2730	2769	PF3D7_1030500	PF3D7_1030500.1	TALONG000002730	TALONT000002769	1	2269	Known	Known	None	28
2731	2770	PF3D7_1030600	PF3D7_1030600.1	TALONG000002731	TALONT000002770	1	2391	Known	Known	None	3
2732	2771	PF3D7_1030700	PF3D7_1030700.1	TALONG000002732	TALONT000002771	1	1348	Known	Known	None	1
2733	2772	PF3D7_1030800	PF3D7_1030800.1	TALONG000002733	TALONT000002772	1	1446	Known	Known	None	4
2737	2776	PF3D7_1031200	PF3D7_1031200.1	TALONG000002737	TALONT000002776	1	2344	Known	Known	None	1
2741	2781	PF3D7_1031600	PF3D7_1031600.1	TALONG000002741	TALONT000002781	1	5607	Known	Known	None	6
2742	2782	PF3D7_1031700	PF3D7_1031700.1	TALONG000002742	TALONT000002782	4	1346	Known	Known	None	1
2743	2783	PF3D7_1031800	PF3D7_1031800.1	TALONG000002743	TALONT000002783	3	1844	Known	Known	None	2
2745	2785	PF3D7_1032000	PF3D7_1032000.1	TALONG000002745	TALONT000002785	2	3069	Known	Known	None	1
2746	2786	PF3D7_1032100	PF3D7_1032100.1	TALONG000002746	TALONT000002786	1	6013	Known	Known	None	3
2748	2788	PF3D7_1032300	PF3D7_1032300.1	TALONG000002748	TALONT000002788	1	2976	Known	Known	None	4
2749	2789	PF3D7_1032400	PF3D7_1032400.1	TALONG000002749	TALONT000002789	7	2116	Known	Known	None	11
2750	2790	PF3D7_1032500	PF3D7_1032500.1	TALONG000002750	TALONT000002790	3	2068	Known	Known	None	2
2752	2792	PF3D7_1032700	PF3D7_1032700.1	TALONG000002752	TALONT000002792	1	2965	Known	Known	None	2
2754	2794	PF3D7_1032900	PF3D7_1032900.1	TALONG000002754	TALONT000002794	1	6004	Known	Known	None	1
2755	2795	PF3D7_1033000	PF3D7_1033000.1	TALONG000002755	TALONT000002795	1	2384	Known	Known	None	2
2756	2796	PF3D7_1033100	PF3D7_1033100.1	TALONG000002756	TALONT000002796	1	8143	Known	Known	None	4
2757	2797	PF3D7_1033200	PF3D7_1033200.1	TALONG000002757	TALONT000002797	1	2555	Known	Known	None	1
2758	2798	PF3D7_1033300	PF3D7_1033300.1	TALONG000002758	TALONT000002798	3	1311	Known	Known	None	8
2760	2800	PF3D7_1033500	PF3D7_1033500.1	TALONG000002760	TALONT000002800	1	2380	Known	Known	None	1
2761	2801	PF3D7_1033600	PF3D7_1033600.1	TALONG000002761	TALONT000002801	1	3429	Known	Known	None	2
2762	2802	PF3D7_1033700	PF3D7_1033700.1	TALONG000002762	TALONT000002802	3	2626	Known	Known	None	2
2771	2811	PF3D7_1034600	PF3D7_1034600.1	TALONG000002771	TALONT000002811	1	1527	Known	Known	None	5
2772	2812	PF3D7_1034700	PF3D7_1034700.1	TALONG000002772	TALONT000002812	1	1620	Known	Known	None	3
2774	2814	PF3D7_1034900	PF3D7_1034900.1	TALONG000002774	TALONT000002814	1	3391	Known	Known	None	26
2775	2815	PF3D7_1035000	PF3D7_1035000.1	TALONG000002775	TALONT000002815	1	3740	Known	Known	None	2
2776	2816	PF3D7_1035100	PF3D7_1035100.1	TALONG000002776	TALONT000002816	1	2016	Known	Known	None	1
2777	2817	PF3D7_1035200	PF3D7_1035200.1	TALONG000002777	TALONT000002817	1	3468	Known	Known	None	31
2778	2818	PF3D7_1035300	PF3D7_1035300.1	TALONG000002778	TALONT000002818	1	4941	Known	Known	None	1
2779	2819	PF3D7_1035400	PF3D7_1035400.1	TALONG000002779	TALONT000002819	1	2428	Known	Known	None	23
2780	2820	PF3D7_1035500	PF3D7_1035500.1	TALONG000002780	TALONT000002820	1	2396	Known	Known	None	12
2781	2821	PF3D7_1035600	PF3D7_1035600.1	TALONG000002781	TALONT000002821	1	1712	Known	Known	None	2
2782	2822	PF3D7_1035700	PF3D7_1035700.1	TALONG000002782	TALONT000002822	1	3723	Known	Known	None	5
2789	2829	PF3D7_1036600	PF3D7_1036600.1	TALONG000002789	TALONT000002829	3	1483	Known	Known	None	4
2790	2830	PF3D7_1036700	PF3D7_1036700.1	TALONG000002790	TALONT000002830	8	1427	Known	Known	None	2
2791	2831	PF3D7_1036800	PF3D7_1036800.1	TALONG000002791	TALONT000002831	9	2672	Known	Known	None	1
2792	2832	PF3D7_1036900	PF3D7_1036900.1	TALONG000002792	TALONT000002832	3	8079	Known	Known	None	2
2794	2834	PF3D7_1037100	PF3D7_1037100.1	TALONG000002794	TALONT000002834	1	2984	Known	Known	None	4
2796	2836	PF3D7_1037300	PF3D7_1037300.1	TALONG000002796	TALONT000002836	1	3787	Known	Known	None	3
2797	2837	PF3D7_1037400	PF3D7_1037400.1	TALONG000002797	TALONT000002837	1	4759	Known	Known	None	1
2803	2843	PF3D7_1038000	PF3D7_1038000.1	TALONG000002803	TALONT000002843	4	1877	Known	Known	None	101
2803	2844	PF3D7_1038000	PF3D7_1038000.2	TALONG000002803	TALONT000002844	4	363	Known	Known	None	68
2808	2849	PF3D7_1038500	PF3D7_1038500.1	TALONG000002808	TALONT000002849	2	1975	Known	Known	None	2
2809	2850	PF3D7_1038600	PF3D7_1038600.1	TALONG000002809	TALONT000002850	2	2481	Known	Known	None	1
2840	2881	PF3D7_1101500	PF3D7_1101500.1	TALONG000002840	TALONT000002881	2	927	Known	Known	None	1
2847	2888	PF3D7_1102500	PF3D7_1102500.1	TALONG000002847	TALONT000002888	3	3418	Known	Known	None	5
2849	2890	PF3D7_1102700	PF3D7_1102700.1	TALONG000002849	TALONT000002890	1	2425	Known	Known	None	3
2850	2891	PF3D7_1102800	PF3D7_1102800.1	TALONG000002850	TALONT000002891	1	3560	Known	Known	None	250
2853	2894	PF3D7_1103100	PF3D7_1103100.1	TALONG000002853	TALONT000002894	2	1155	Known	Known	None	52
2854	2895	PF3D7_1103400	PF3D7_1103400.1	TALONG000002854	TALONT000002895	1	5202	Known	Known	None	3
2857	2898	PF3D7_1103700	PF3D7_1103700.1	TALONG000002857	TALONT000002898	1	1976	Known	Known	None	10
2858	2899	PF3D7_1103800	PF3D7_1103800.1	TALONG000002858	TALONT000002899	1	12129	Known	Known	None	3
2860	2901	PF3D7_1104000	PF3D7_1104000.1	TALONG000002860	TALONT000002901	3	2874	Known	Known	None	4
2861	2902	PF3D7_1104100	PF3D7_1104100.1	TALONG000002861	TALONT000002902	4	1897	Known	Known	None	2
2863	2904	PF3D7_1104300	PF3D7_1104300.1	TALONG000002863	TALONT000002904	2	4497	Known	Known	None	1
2867	2909	PF3D7_1104700	PF3D7_1104700.1	TALONG000002867	TALONT000002909	6	1016	Known	Known	None	5
2869	2911	PF3D7_1104900	PF3D7_1104900.1	TALONG000002869	TALONT000002911	1	7517	Known	Known	None	2
2870	2912	PF3D7_1105000	PF3D7_1105000.1	TALONG000002870	TALONT000002912	1	3953	Known	Known	None	47
2871	2913	PF3D7_1105100	PF3D7_1105100.1	TALONG000002871	TALONT000002913	1	1717	Known	Known	None	19
2874	2916	PF3D7_1105400	PF3D7_1105400.1	TALONG000002874	TALONT000002916	2	2876	Known	Known	None	5
2875	2917	PF3D7_1105500	PF3D7_1105500.1	TALONG000002875	TALONT000002917	3	1507	Known	Known	None	4
2876	2918	PF3D7_1105600	PF3D7_1105600.1	TALONG000002876	TALONT000002918	1	4702	Known	Known	None	2
2877	2919	PF3D7_1105700	PF3D7_1105700.1	TALONG000002877	TALONT000002919	2	2559	Known	Known	None	1
2878	2920	PF3D7_1105800	PF3D7_1105800.1	TALONG000002878	TALONT000002920	10	1723	Known	Known	None	3
2880	2922	PF3D7_1106000	PF3D7_1106000.1	TALONG000002880	TALONT000002922	1	2725	Known	Known	None	5
2881	2923	PF3D7_1106100	PF3D7_1106100.1	TALONG000002881	TALONT000002923	4	1098	Known	Known	None	1
2883	2925	PF3D7_1106300	PF3D7_1106300.1	TALONG000002883	TALONT000002925	7	3164	Known	Known	None	8
2886	2928	PF3D7_1106600	PF3D7_1106600.1	TALONG000002886	TALONT000002928	1	4833	Known	Known	None	1
2887	2929	PF3D7_1106700	PF3D7_1106700.1	TALONG000002887	TALONT000002929	1	3227	Known	Known	None	3
2888	2930	PF3D7_1106800	PF3D7_1106800.1	TALONG000002888	TALONT000002930	8	5309	Known	Known	None	1
2891	2933	PF3D7_1107100	PF3D7_1107100.1	TALONG000002891	TALONT000002933	11	2761	Known	Known	None	1
2892	2934	PF3D7_1107200	PF3D7_1107200.1	TALONG000002892	TALONT000002934	8	3079	Known	Known	None	1
2895	2937	PF3D7_1107500	PF3D7_1107500.1	TALONG000002895	TALONT000002937	5	1339	Known	Known	None	2
2897	2939	PF3D7_1107700	PF3D7_1107700.1	TALONG000002897	TALONT000002939	1	2574	Known	Known	None	3
2900	2942	PF3D7_1108000	PF3D7_1108000.1	TALONG000002900	TALONT000002942	1	2478	Known	Known	None	2
2903	2945	PF3D7_1108300	PF3D7_1108300.1	TALONG000002903	TALONT000002945	2	1446	Known	Known	None	4
2904	2946	PF3D7_1108400	PF3D7_1108400.1	TALONG000002904	TALONT000002946	1	2517	Known	Known	None	37
2905	2947	PF3D7_1108500	PF3D7_1108500.1	TALONG000002905	TALONT000002947	3	2108	Known	Known	None	8
2906	2948	PF3D7_1108600	PF3D7_1108600.1	TALONG000002906	TALONT000002948	1	2640	Known	Known	None	100
2907	2949	PF3D7_1108700	PF3D7_1108700.1	TALONG000002907	TALONT000002949	1	4767	Known	Known	None	8
2913	2955	PF3D7_1109900	PF3D7_1109900.1	TALONG000002913	TALONT000002955	2	1822	Known	Known	None	3
2914	2956	PF3D7_1110000	PF3D7_1110000.1	TALONG000002914	TALONT000002956	2	730	Known	Known	None	1
2915	2957	PF3D7_1110100	PF3D7_1110100.1	TALONG000002915	TALONT000002957	1	3255	Known	Known	None	1
2916	2958	PF3D7_1110200	PF3D7_1110200.1	TALONG000002916	TALONT000002958	2	4754	Known	Known	None	5
2917	2959	PF3D7_1110300	PF3D7_1110300.1	TALONG000002917	TALONT000002959	4	2353	Known	Known	None	5
2918	2960	PF3D7_1110400	PF3D7_1110400.1	TALONG000002918	TALONT000002960	3	8185	Known	Known	None	1
2919	2961	PF3D7_1110500	PF3D7_1110500.1	TALONG000002919	TALONT000002961	2	4271	Known	Known	None	1
2923	2965	PF3D7_1110900	PF3D7_1110900.1	TALONG000002923	TALONT000002965	1	2476	Known	Known	None	5
2924	2966	PF3D7_1111000	PF3D7_1111000.1	TALONG000002924	TALONT000002966	1	2450	Known	Known	None	8
2925	2967	PF3D7_1111100	PF3D7_1111100.1	TALONG000002925	TALONT000002967	1	2332	Known	Known	None	10
2928	2970	PF3D7_1111400	PF3D7_1111400.1	TALONG000002928	TALONT000002970	1	1026	Known	Known	None	1
2929	2971	PF3D7_1111500	PF3D7_1111500.1	TALONG000002929	TALONT000002971	2	989	Known	Known	None	4
2931	2973	PF3D7_1111700	PF3D7_1111700.1	TALONG000002931	TALONT000002973	1	3082	Known	Known	None	3
2932	2974	PF3D7_1111800	PF3D7_1111800.1	TALONG000002932	TALONT000002974	2	1460	Known	Known	None	1
2934	2976	PF3D7_1112000	PF3D7_1112000.1	TALONG000002934	TALONT000002976	4	1489	Known	Known	None	3
2935	2977	PF3D7_1112100	PF3D7_1112100.1	TALONG000002935	TALONT000002977	1	8209	Known	Known	None	5
2937	2979	PF3D7_1112300	PF3D7_1112300.1	TALONG000002937	TALONT000002979	2	2876	Known	Known	None	1
2939	2981	PF3D7_1112500	PF3D7_1112500.1	TALONG000002939	TALONT000002981	1	1649	Known	Known	None	5
2940	2982	PF3D7_1112600	PF3D7_1112600.1	TALONG000002940	TALONT000002982	1	2764	Known	Known	None	2
2942	2984	PF3D7_1112800	PF3D7_1112800.1	TALONG000002942	TALONT000002984	1	1338	Known	Known	None	1
2945	2987	PF3D7_1113100	PF3D7_1113100.1	TALONG000002945	TALONT000002987	1	5621	Known	Known	None	8
2946	2988	PF3D7_1113200	PF3D7_1113200.1	TALONG000002946	TALONT000002988	2	1733	Known	Known	None	1
2947	2989	PF3D7_1113300	PF3D7_1113300.1	TALONG000002947	TALONT000002989	1	2003	Known	Known	None	16
2949	2991	PF3D7_1113500	PF3D7_1113500.1	TALONG000002949	TALONT000002991	1	3360	Known	Known	None	3
2950	2992	PF3D7_1113600	PF3D7_1113600.1	TALONG000002950	TALONT000002992	1	2209	Known	Known	None	3
2951	2993	PF3D7_1113700	PF3D7_1113700.1	TALONG000002951	TALONT000002993	1	1585	Known	Known	None	1
2952	2994	PF3D7_1113800	PF3D7_1113800.1	TALONG000002952	TALONT000002994	1	3119	Known	Known	None	5
2955	2997	PF3D7_1114100	PF3D7_1114100.1	TALONG000002955	TALONT000002997	4	1586	Known	Known	None	1
2955	2998	PF3D7_1114100	PF3D7_1114100.2	TALONG000002955	TALONT000002998	4	831	Known	Known	None	1
2957	3000	PF3D7_1114400	PF3D7_1114400.1	TALONG000002957	TALONT000003000	1	1914	Known	Known	None	1
2958	3001	PF3D7_1114500	PF3D7_1114500.1	TALONG000002958	TALONT000003001	1	2095	Known	Known	None	1
2960	3003	PF3D7_1114700	PF3D7_1114700.1	TALONG000002960	TALONT000003003	11	3579	Known	Known	None	5
2962	3005	PF3D7_1114900	PF3D7_1114900.1	TALONG000002962	TALONT000003005	1	7846	Known	Known	None	2
2963	3006	PF3D7_1115000	PF3D7_1115000.1	TALONG000002963	TALONT000003006	3	1121	Known	Known	None	6
2965	3008	PF3D7_1115200	PF3D7_1115200.1	TALONG000002965	TALONT000003008	7	4811	Known	Known	None	3
2966	3009	PF3D7_1115300	PF3D7_1115300.1	TALONG000002966	TALONT000003009	1	2813	Known	Known	None	1
2967	3010	PF3D7_1115400	PF3D7_1115400.1	TALONG000002967	TALONT000003010	1	2433	Known	Known	None	9
2968	3011	PF3D7_1115500	PF3D7_1115500.1	TALONG000002968	TALONT000003011	4	2229	Known	Known	None	4
2969	3012	PF3D7_1115600	PF3D7_1115600.1	TALONG000002969	TALONT000003012	3	1467	Known	Known	None	12
2970	3013	PF3D7_1115700	PF3D7_1115700.1	TALONG000002970	TALONT000003013	1	3670	Known	Known	None	42
2971	3014	PF3D7_1115800	PF3D7_1115800.1	TALONG000002971	TALONT000003014	1	3426	Known	Known	None	2
2974	3017	PF3D7_1116100	PF3D7_1116100.1	TALONG000002974	TALONT000003017	1	7327	Known	Known	None	3
2976	3020	PF3D7_1116300	PF3D7_1116300.1	TALONG000002976	TALONT000003020	6	1660	Known	Known	None	6
2978	3022	PF3D7_1116500	PF3D7_1116500.1	TALONG000002978	TALONT000003022	1	3529	Known	Known	None	3
2979	3023	PF3D7_1116600	PF3D7_1116600.1	TALONG000002979	TALONT000003023	2	3718	Known	Known	None	2
2980	3024	PF3D7_1116700	PF3D7_1116700.1	TALONG000002980	TALONT000003024	1	3648	Known	Known	None	4
2983	3027	PF3D7_1117000	PF3D7_1117000.1	TALONG000002983	TALONT000003027	5	3852	Known	Known	None	1
2984	3028	PF3D7_1117100	PF3D7_1117100.1	TALONG000002984	TALONT000003028	1	2026	Known	Known	None	2
2986	3030	PF3D7_1117300	PF3D7_1117300.1	TALONG000002986	TALONT000003030	1	685	Known	Known	None	1
2987	3031	PF3D7_1117400	PF3D7_1117400.1	TALONG000002987	TALONT000003031	1	2244	Known	Known	None	1
2988	3032	PF3D7_1117500	PF3D7_1117500.1	TALONG000002988	TALONT000003032	1	1951	Known	Known	None	1
2990	3035	PF3D7_1117700	PF3D7_1117700.1	TALONG000002990	TALONT000003035	3	2180	Known	Known	None	16
2991	3036	PF3D7_1117800	PF3D7_1117800.1	TALONG000002991	TALONT000003036	1	3814	Known	Known	None	3
2992	3037	PF3D7_1117900	PF3D7_1117900.1	TALONG000002992	TALONT000003037	2	5719	Known	Known	None	5
2993	3038	PF3D7_1118000	PF3D7_1118000.1	TALONG000002993	TALONT000003038	2	1618	Known	Known	None	1
2995	3040	PF3D7_1118200	PF3D7_1118200.1	TALONG000002995	TALONT000003040	1	3979	Known	Known	None	7
2996	3041	PF3D7_1118300	PF3D7_1118300.1	TALONG000002996	TALONT000003041	1	6244	Known	Known	None	2
2997	3042	PF3D7_1118400	PF3D7_1118400.1	TALONG000002997	TALONT000003042	1	2556	Known	Known	None	1
2998	3043	PF3D7_1118500	PF3D7_1118500.1	TALONG000002998	TALONT000003043	1	3124	Known	Known	None	6
2999	3044	PF3D7_1118600	PF3D7_1118600.1	TALONG000002999	TALONT000003044	1	2599	Known	Known	None	10
3000	3045	PF3D7_1118700	PF3D7_1118700.1	TALONG000003000	TALONT000003045	18	3313	Known	Known	None	3
3003	3048	PF3D7_1119000	PF3D7_1119000.1	TALONG000003003	TALONT000003048	1	2437	Known	Known	None	12
3005	3050	PF3D7_1119200	PF3D7_1119200.1	TALONG000003005	TALONT000003050	2	1386	Known	Known	None	5
3006	3051	PF3D7_1119300	PF3D7_1119300.1	TALONG000003006	TALONT000003051	1	1865	Known	Known	None	1
3007	3052	PF3D7_1119400	PF3D7_1119400.1	TALONG000003007	TALONT000003052	1	8233	Known	Known	None	4
3009	3054	PF3D7_1119600	PF3D7_1119600.1	TALONG000003009	TALONT000003054	1	4161	Known	Known	None	4
3012	3057	PF3D7_1119900	PF3D7_1119900.1	TALONG000003012	TALONT000003057	1	6941	Known	Known	None	1
3014	3059	PF3D7_1120100	PF3D7_1120100.1	TALONG000003014	TALONT000003059	3	2583	Known	Known	None	86
3015	3060	PF3D7_1120200	PF3D7_1120200.1	TALONG000003015	TALONT000003060	2	1351	Known	Known	None	2
3016	3061	PF3D7_1120300	PF3D7_1120300.1	TALONG000003016	TALONT000003061	2	2684	Known	Known	None	1
3018	3063	PF3D7_1120500	PF3D7_1120500.1	TALONG000003018	TALONT000003063	2	3710	Known	Known	None	3
3020	3065	PF3D7_1120700	PF3D7_1120700.1	TALONG000003020	TALONT000003065	1	5206	Known	Known	None	2
3021	3066	PF3D7_1120800	PF3D7_1120800.1	TALONG000003021	TALONT000003066	1	703	Known	Known	None	4
3022	3067	PF3D7_1120900	PF3D7_1120900.1	TALONG000003022	TALONT000003067	1	816	Known	Known	None	3
3023	3068	PF3D7_1121000	PF3D7_1121000.1	TALONG000003023	TALONT000003068	6	1097	Known	Known	None	1
3024	3069	PF3D7_1121100	PF3D7_1121100.1	TALONG000003024	TALONT000003069	4	6352	Known	Known	None	1
3029	3074	PF3D7_1121600	PF3D7_1121600.1	TALONG000003029	TALONT000003074	4	3065	Known	Known	None	39
3030	3075	PF3D7_1121700	PF3D7_1121700.1	TALONG000003030	TALONT000003075	1	4678	Known	Known	None	1
3032	3077	PF3D7_1121900	PF3D7_1121900.1	TALONG000003032	TALONT000003077	1	2050	Known	Known	None	2
3034	3079	PF3D7_1122100	PF3D7_1122100.1	TALONG000003034	TALONT000003079	3	2040	Known	Known	None	2
3037	3082	PF3D7_1122400	PF3D7_1122400.1	TALONG000003037	TALONT000003082	7	3549	Known	Known	None	1
3038	3083	PF3D7_1122500	PF3D7_1122500.1	TALONG000003038	TALONT000003083	1	6387	Known	Known	None	1
3040	3085	PF3D7_1122700	PF3D7_1122700.1	TALONG000003040	TALONT000003085	1	1515	Known	Known	None	2
3046	3091	PF3D7_1123300	PF3D7_1123300.1	TALONG000003046	TALONT000003091	1	3143	Known	Known	None	6
3049	3094	PF3D7_1123600	PF3D7_1123600.1	TALONG000003049	TALONT000003094	1	3883	Known	Known	None	3
3050	3095	PF3D7_1123700	PF3D7_1123700.1	TALONG000003050	TALONT000003095	2	1045	Known	Known	None	3
